content,rating,type,status,sequence_num,tokenization,publishedDate,origin
"優點：D區場地寬敞，座落在樹蔭下，不用搭帳篷也可以避免曬到陽光，非常方便。
缺點：環境整理有待加強，水槽極其骯髒，廁所內留有許多蜘蛛網，看起來已經很久沒有打掃了。營區和廁所門口的洗手槽上有非常多的蟑螂，而且是那種很大隻而且會飛的，衛生狀況確實有待改善。",2,1,-1,1,,2024/05/06,0
廁所的清潔工作沒有固定的時間，所以有點臭。風扇表現不佳，比起飯店的乾熱停電情況更常見。淋浴時熱水突然中斷也常有發生，而且水溫不夠。冰箱的空間不足以擺放太多東西。洗手台歪斜，無法使用。,2,1,-1,16,,2023/12/06,0
這個營地的衛生狀況很糟糕，雨天時積水很大，草地變成泥濘，而且沒有照明到廁所，環境很糟糕。冰箱也不乾淨。這個營地一直都有這些問題，但營主似乎沒有改善。在中秋連假期間，除了看到一個老人在打掃外，其他人力明顯不足。由於這些問題，我不會再去那裡了。,2,1,-1,21,,2023/11/06,0
這句話的意思是：有一些人在進行10月8日的萬聖節活動時扮演《鬼滅之刃》的女生角色，環境還可以，但人員的態度需要改善。他們對於被問到問題時非常不耐煩，如果不是有小朋友在場的話，他會當場表示不高興的情緒。,1,1,-1,22,,2023/11/06,0
營區照明較暗，中午抵達時廁所已經十分骯髒，直到晚上十點仍未有改善！垃圾桶滿溢，衛生紙四處飄落，馬桶骯髒不堪，幾乎每間廁所都讓人感到恐懼…,1,1,-1,36,,2023/05/06,0
露營環境有點惡劣，建議不適合太嘈音或不擁有基本禮貌的人前往。,2,1,-1,38,,2023/05/06,0
營區應該是規定22:00後要降低音量的吧？怎麼還有一群人在半夜兩點還在彈吉他、喧囂不休卻沒有任何管理呢？難道不顧其他人的休息時間嗎？,1,1,-1,45,,2023/05/06,0
廁所氣味難聞，好像已經三天兩夜沒有清潔過了，衛生紙都用完了卻沒有補充，環境雖然優美，可惜卻擁擠到無法進入帳篷或車內。,2,1,-1,46,,2023/05/06,0
這個地方雖然很寬敞，但F區真的不太好。為什麼要在旁邊放加壓機，還有人搭帳篷的規劃呢？24小時都在轟轟轟地噪音，停了也只是瞬間，馬上就又開始噪音了。根本讓人無法好好入睡啊~~~~,1,1,-1,50,,2023/05/06,0
營區的環境很美，佔地很大，空間足夠，但因為入住人數眾多，使得廁所不足且髒亂。希望能加強清潔頻率，補充衛生紙。浴室也明顯不足，倒數第二間沒熱水，水溫及水壓不穩定，排水系統不良導致淹水。最無法接受的是，垃圾被直接當地焚燒。這樣的狀況可以適用嗎？,1,1,-1,68,,2023/05/06,0
服務經歷真是糟糕！在假日人潮眾多時洗澡，沒有熱水的情況可以理解，我們可以等待！告知老闆後，對方卻說沒有瓦斯，並要求換了瓦斯後再重新開啟熱水。脫光身上的衣服，身上抹滿沐浴露，而且在山上寒冷的環境中等待了整整20分鐘！最後仍然沒有熱水？？？ 我只是好奇瓦斯去哪裡了？實在太誇張了！這種服務讓我決定再也不會光臨了！,1,1,-1,96,,2022/05/06,0
廁所太多，清潔狀況糟糕，熱水供應不穩定，建議不要住在這裡。,2,1,-1,106,,2022/05/06,0
這段露營經歷真是太糟糕了！從初三到初五連續三天都淌著爛泥，讓人苦不堪言啊！而且上廁所的路途沒有路燈，走去也是踩著爛泥，回帳篷也是一樣。排水系統不夠完善，即使雨沒下很大，地上還是能看見積滿雨水的地方。另外還經常跳電，熱水也不夠熱，這真是讓人難以忘懷的露營經歷啊！,1,1,-1,108,,2022/05/06,0
廁所跟浴室在同一個房間，洗澡時可能會聞到馬桶的味道，且洗手盆也有嚴重的問題。,2,1,-1,112,,2022/05/06,0
房間雖然不太乾淨，但春節價格很優惠。,2,1,-1,114,,2022/05/06,0
這個地方真是不怎麼好，第一天沒熱水洗澡，第二天還斷電，看來營主賺了不少啊。,1,1,-1,118,,2022/05/06,0
營區環境非常舒適，有溪水和螢火蟲，不過聽說一年前有人反映浴室水溫忽冷忽熱，今天卻一直保持恆溫，因為全程只有冷水沒有熱水，實在令人有些失望。,2,1,-1,148,,2021/05/06,0
營區地點雖然很大，但規劃過於密集，導致缺乏活動空間。活動區域缺乏樹蔭，容易過熱，洗澡需要排隊，並且在高峰時期人潮眾多，容易不便。雖然有螢火蟲和溪水可以玩，但比這裡更好的露營區還有很多。,2,1,-1,149,,2021/05/06,0
建議營主在晚間十點之後規定降低音量，因為遇到隔壁房間的人半夜十二點還在大聲聊天。雖然有向他們反應讓他們稍微變小聲，但不久後他們又放肆起來。其中一位一直在自誇業績成長了好幾倍，要求其他人多學習，這讓人覺得非常吵雜。,1,1,-1,176,,2021/05/06,0
浴室數量不夠，洗澡水溫忽冷忽熱，浴室排水不暢，地板有太多碎石，洗碗槽不夠多。,1,1,-1,190,,2020/05/06,0
這個營地設施很不好，廁所很髒，洗澡的地方只有一間有熱水，價格卻要收1200。,1,1,-1,204,,2020/05/06,0
這個露營區真的糟糕透了，沒有熱水可以洗澡，廁所又髒又臭。還要收1200，根本不值得，完全沒有提供小朋友玩耍的地方。我對這個地方印象很差，再也不想去了，真的是個雷區。,1,1,-1,205,,2020/05/06,0
排水狀況不佳，下雨後草地變得泥濘。,2,1,-1,207,,2019/05/06,0
熱水不太穩定，我不建議使用。,1,1,-1,209,,2019/05/06,0
營區有規定不能唱卡拉ok或使用高音量音響，但我們遇到了這樣的情況。有人唱歌唱到晚上11點，其他區域卻仿效接著播放音樂。此外，營區外還有施放臭肥，散發出難聞的氣味，吸引了許多蒼蠅。雖然晚上有提供桂圓銀耳甜湯，但還是希望營主能制止這樣的情況，以免損害營地的聲譽。,2,1,-1,279,,2024/04/06,0
"1. 營主很熱心，在這樣炎熱的天氣裡，送來了清涼透心的點心。  
2. 營主也很專業，聲稱有很多黑蚊子，但我們前三名的捕獲數字卻只有34、33、19，讓我很好奇在老闆的眼中認為哪個數字才算多。  
3. 廁所一共有四間，都很乾淨又寬敞，不過如果怕小昆蟲或寵物的話要特別留意。  
4. 愛釣魚的朋友請小心，釣到的魚要放好，因為老闆會通過監視器監控，看你有沒有私藏他的魚。與其呼叫老闆，其實只要在監視器前面揮揮手，他就會立刻前來。感謝這個一次性露營區讓我創下被黑蚊叮咬的紀錄。",1,1,-1,334,,2023/05/06,0
雖然螞蟻繁殖期間數量眾多，但沒有提前告知，導致露營體驗受到影響。,1,1,-1,373,,2021/05/06,0
