content,rating,type,publishedDate,tokenization,sequence_num,status,origin
非常棒的一個露營區。適合三代同堂家庭的好去處，營主夫妻很好客，還有蔬菜加菜。營區乾淨,5,2,2020/07/03,,0,1,1
第二次露營，入住禪說集團下的營區，非常棒非常喜歡，剛好在櫻花季感覺更棒更讚,5,2,2024/03/08,,1,1,1
環境好、地點棒、空氣清晰、住宿舒適、房內設備優良，家庭聚會；朋友相聚的好所在，超推。,5,2,2023/08/07,,2,1,1
大哥們人超好！很有耐心教我們越野車物超所值！超漂亮超好玩,5,2,2022/05/08,,3,1,1
工作人員服務親切，整體環境乾淨整潔美中不足就是蒼蠅和各種昆蟲太多了，雖然有提供黏蒼蠅的，但還是多到很可怕....無法好好在戶外用餐...帳內又禁食，真的很難，連晚上去上廁所都在跟蟲蟲戰爭建議室外可以架設電扇來趕蒼蠅室內也能擺放簡易鏡子，方便梳妝,1,2,2024/05/07,,4,-1,1
懶人錄影超級方便，營區超大而且網路訊號很好,5,2,2024/05/05,,5,1,1
小黑蚊 太可怕了！ 還有 孩子玩樂的草皮空間很小,3,2,2018/05/08,,6,0,1
體驗不好 風景 場地 設備 服務 價格 心情 都不美麗,1,2,2022/05/07,,7,-1,1
帳篷沒冷氣！帳篷沒冷氣！！帳篷沒冷氣！！！不要再被誤導了，也不要找一堆寫手來美化，真的不是照片那樣，他沒冷氣！白色帳篷外觀都是發霉的，進門的木板全都掉漆了，餐廳的椅子全部都發霉了，穿白色衣服的全部都要沾黴點。下午四點多到，熱死了，無處可躲，在帳篷裏面三溫暖，好不容易捱到六點太陽下了，終於可以喘息，晚餐吃烤肉也很不舒服，就很熱搞完了終於可以洗澡睡覺，早上五點蟬叫吵到發瘋，加上陽光已經曬帳篷了，五點亮醒了不能睡了，等到八點吃完早餐，這中間三個小時真的又開始忍耐熬熱氣，實在是不怎樣我是不知道給五星的家裡環境是多糟，還是拿了多少折扣跟好處，給五星？別開玩笑了好嗎？這是我夢靨一般的生日回憶，但是我相信以後想到我一定會覺得好笑，因為這實在太深刻了，我幾乎是倉惶逃離,1,2,2023/09/07,,8,-1,1
營主人很好聊天，地點很美，營地內還有小賣部可以買東西，很完美的露營體驗,5,2,2024-03-21T12:14:15+08:00,,9,1,1
"第一次來,驚豔並享受著。露營車CP很優（4,800）乾淨整潔明亮山谷環繞著草地，大人小孩都可以充分的活動。旁邊伴隨著南澳溪，水質清澈、乾淨，夏天來很清爽廁所水壓充足，熱水澡很舒服,有提供沐浴用品。園區內有飄飄船及卡丁車，讓大家自費體驗活動每台露營車提供2座烤肉架，蚊蟲多了一些，但營主會勤快補蚊香，有加分。冰箱的數量及大小蠻充足的，接團體旅遊行程規劃設計不擔心",4,2,2023/12/08,,10,1,1
櫃檯組長 房務組長很熱情環境清幽 非常放鬆,5,2,2023/05/08,,11,1,1
雖然那天真的是有夠冷不過我第一次到一個連狗叫都有回音的地方露營感覺蠻新奇的 帳篷前面只看得到山的感覺也很酷然後晚上有看到星星 有點久沒看到那麼多顆星星了～盪鞦韆很好玩～晚餐早餐下午茶都超級好吃高麗菜很甜，芭樂那個軟度甜度很可以。唯一美中不足的是洗澡熱水我真的抓不到他的節奏哈哈不是太熱就是太冷,5,2,2023/05/07,,12,1,1
超級親切的帥氣工作人員，環境舒適。美景入眼,5,2,2022/05/08,,13,1,1
這次到向海那漾，發現多了很多室內可以玩的設施，兒子看到遊戲機就很開心一直玩，旁邊還有可以唱歌雖然一家人在亂唱還是很開心，這次剛好是兒子生日晚上有壽星專案，服務人員穿著可愛的鯊魚裝，還有其他可愛造型德動物裝端著蛋糕給兒子還拍照，一家人超開心還有樂團演唱，小遊戲玩，兒子真的超開心的，在這慶生真的很讚,5,2,2023/05/07,,14,1,1
