content,rating,type,status,sequence_num,tokenization,publishedDate,origin
我同意，你知我知，等園區整建完成後，相信會為這個社區帶來不少好處，不過先把手邊的事處理好，也很重要，清潔工作不可推遲，才能好好欣賞周遭的美景。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，你知我知，等園區整建完成後，相信會為這個社區帶來不少好處，不過先把手邊的事處理好，也很重要，清潔工作不可推遲，才能好好欣賞周遭的美景。說起美景，聽說附近新開的咖啡館，視野超讚，你去試過沒？,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我知道，你想趕快看到完成後的園區全貌，我也很期待，不過先把手邊的事處理好，乾淨的環境，心情也會比較好。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，園區未完工前，周邊環境維護的重要性，你覺得政府會不會趁著機會，好好整理附近的街道和公園？,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，園區未完工前，周邊環境維護確實很重要，才能盡情欣賞景致，你去過附近有沒有好吃的小吃店?,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，你知我知，等園區整建完成後，相信會為這個社區帶來不少好處，不過先把手邊的事處理好，也很重要，清潔工作不可推辭，才不會影響大家的生活品質。說起生活，聽說附近新開了一家書店，你聽過沒？,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我知道，你想好好欣賞園區的美景，等完工後，再去好好玩一玩，清潔工作做完，就更能盡情享受它了。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，你知我知，等園區整建完成後，相信會為當地社區帶來不少好處，你去過其他縣市的環保教育園區嗎?,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，在未完工的園區裡，清潔工作確實很重要，才能將美景盡收眼底，你去過園區哪一部分嗎?聽說夜間燈光照射下，景色特別美。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，園區建設完成後，必然美不勝收，不過先把手邊的工作，像清潔環境等，還是得做好，才能盡情享受其美。說不定我們還可以邀請一些藝術家，在園區內作畫，增添些色彩。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
我同意，你知我知，等園區整建完成後，相信會為這個社區帶來不少好處，不過先把手邊的事處理好，維持環境整潔，也很重要，大家一起合作，創造一個更適合居住的空間。,3,2,0,1055,,2022-07-26T04:07:37+08:00,0
